color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
Color,Mark Waters,0.156596794081381,0.22813688212927752,0.0030434782608695643,0.022260869565217386,Julie Gonzalo,0.007692307692307689,0.144932875814071,Comedy|Family|Fantasy|Music|Romance,Jamie Lee Curtis,Freaky Friday ,0.05760031980620697,0.013117474491055815,Willie Garson,0.04651162790697676,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones,0.05705705705705705,English,USA,PG,0.010399913706872477,0.853932584269663,0.0038540145985401456,0.04520917678812415,0.0,6.1
Color,Paul Greengrass,0.4032059186189889,0.2965779467680608,0.02265217391304348,0.03839130434782608,Edgar Ramírez,0.049999999999999996,0.2986656542876468,Action|Mystery|Thriller,Matt Damon,The Bourne Ultimatum ,0.29291086296960345,0.057188106032918795,Albert Finney,0.0,action hero|cia|dark past|flashback|memory,0.1748176748176748,English,USA,PG-13,0.04399991663679274,0.8988764044943821,0.006547445255474451,0.07894736842105263,0.0,8.1
Color,David Frankel,0.28606658446362515,0.2395437262357414,0.0027826086956521737,0.01430434782608695,Steve Carell,0.0423076923076923,0.08354421308500803,Comedy|Drama|Romance,Meryl Streep,Hope Springs ,0.0203482665727932,0.06394110306634136,Jean Smart,0.04651162790697676,couple|intimacy|marriage|marriage counseling|middle age couple,0.0371085371085371,English,USA,PG-13,0.01199991384639249,0.955056179775281,0.0510948905109489,0.07894736842105263,0.0,6.3
Color,Ronny Yu,0.027127003699136842,0.2433460076045627,0.0013478260869565217,0.019478260869565212,Lee Arenberg,0.002653846153846149,0.008479430367440324,Action|Adventure|Fantasy,Marley Shelton,Warriors of Virtue ,0.0012141896104748487,0.006562029784305784,Angus Macfadyen,0.0,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy,0.005577005577005578,English,USA,PG,0.013999914020792505,0.7865168539325844,0.0033357664233576653,0.07894736842105263,0.0,4.6
Color,Ivan Reitman,0.2996300863131936,0.26996197718631176,0.01847826086956522,0.033304347826086954,Greta Gerwig,0.07692307692307691,0.09286692445961138,Comedy|Romance,Natalie Portman,No Strings Attached ,0.10057368221644793,0.07486903927010999,Mindy Kaling,0.02325581395348838,ex girlfriend|funeral|hospital|male objectification|summer camp,0.0371085371085371,English,USA,R,0.009999913671992475,0.9438202247191012,0.007021897810218977,0.07894736842105263,0.1218274111675127,6.2
Color,Ron Underwood,0.07891491985203451,0.22053231939163495,0.0013478260869565217,0.02969565217391304,Randy Quaid,0.011538461538461536,0.00580000923990464,Action|Comedy|Sci-Fi,Rosario Dawson,The Adventures of Pluto Nash ,0.012017195550159156,0.020285331410490683,Burt Young,0.02325581395348838,casino|future|laser gun|moon|nightclub,0.034105534105534095,English,USA,PG-13,0.0399999162879927,0.8426966292134832,0.005072992700729926,0.04520917678812415,0.0021116751269035505,3.8
Color,Garry Marshall,0.09864364981504314,0.33460076045627374,0.0,0.030434782608695646,Hector Elizondo,0.030769230769230767,0.23458878680177125,Comedy|Romance,Julia Roberts,Pretty Woman ,0.1272792904598109,0.036662419291643204,Jason Alexander,0.04651162790697676,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,0.05705705705705705,English,USA,R,0.00559991328831244,0.7078651685393259,0.0072627737226277364,0.04520917678812415,0.05583756345177665,6.9
Color,Sergio Leone,0.14796547472256472,0.2357414448669201,0.0,0.004043478260869562,Gian Maria Volontè,0.061538461538461535,0.004601987952266268,Action|Drama|Western,Clint Eastwood,A Fistful of Dollars ,0.08795386676133565,0.05443883615339279,Aldo Sambrell,0.02325581395348838,balladeer|bar|drifter|mexican|revenge,0.04933504933504933,Italian,Italy,R,7.991280696839978e-05,0.41573033707865176,0.0026277372262773734,0.07894736842105263,0.0,8.0
Color,Kevin Costner,0.18618988902589395,0.3878326996197718,0.0,0.028173913043478258,Michael Jeter,0.011538461538461536,0.07669701772183334,Drama|Romance|Western,Robert Duvall,Open Range ,0.03218467615146642,0.01797067664964424,Julian Richings,0.0,boss|cattle|cowboy|rancher|violence,0.10489060489060487,English,USA,R,0.008799913567352465,0.853932584269663,0.005058394160583941,0.07894736842105263,0.0,7.5
Color,Kirk Jones,0.15536374845869297,0.22813688212927752,0.0022608695652173924,0.025173913043478255,Kelly Macdonald,0.05384615384615384,0.06196434678854505,Comedy|Family|Fantasy,Colin Firth,Nanny McPhee ,0.02954746825058248,0.05688848500413213,Imelda Staunton,0.0,father|governess|magic|nanny|widower,0.03775203775203775,English,USA,PG,0.009999913671992475,0.8764044943820226,0.0145985401459854,0.07894736842105263,0.0,6.6
Color,Chris Columbus,0.04315659679408135,0.3155893536121673,0.0,0.043478260869565216,Kieran Culkin,0.011538461538461536,0.22824990979521742,Adventure|Comedy|Family,Macaulay Culkin,Home Alone 2: Lost in New York ,0.11928473193855663,0.025879354794101084,Devin Ratray,0.04651162790697676,airport|christmas|florida|new york city|toy store,0.03946803946803946,English,USA,PG,0.007199913427832452,0.7303370786516855,0.0072992700729927,0.04520917678812415,0.0,6.6
Color,Steve Miner,0.2959309494451295,0.1901140684410646,0.0021304347826086936,0.0025652173913043447,Adrienne King,0.0011884615384615375,0.025114655125819348,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2 ,0.023589287685372738,0.0023278249159579475,Amy Steel,0.0,ice pick|jason voorhees|lake|pitchfork|shack,0.08344058344058342,English,USA,R,0.000499912843592399,0.606741573033708,0.0008832116788321173,0.04520917678812415,0.0,6.1
Color,Paul McGuigan,0.1935881627620222,0.2775665399239543,0.005130434782608693,0.012478260869565213,Spencer Wilding,0.0423076923076923,0.007591471193275835,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,0.016983141558995586,0.04239472930392437,Daniel Mays,0.04651162790697676,assistant|experiment|frankenstein|medical student|scientist,0.018447018447018446,English,USA,PG-13,0.015999914195192522,0.9887640449438203,0.0072992700729927,0.07894736842105263,0.05583756345177665,6.0
Color,Ethan Coen,0.5191122071516647,0.26235741444866917,0.043478260869565216,0.043478260869565216,Channing Tatum,0.07307692307692307,0.03944340402925457,Comedy|Mystery,Scarlett Johansson,"Hail, Caesar! ",0.03625981867704047,0.1267429877155378,Alden Ehrenreich,0.11627906976744189,50s|film within a film|hollywood|illegitimate pregnancy|twins,0.06370656370656369,English,UK,PG-13,0.008799913567352465,1.0,0.1240875912408759,0.04520917678812415,0.116751269035533,6.4
Color,McG,0.5178791615289766,0.3079847908745247,0.016,0.04295652173913043,Bryce Dallas Howard,0.08846153846153845,0.16478488388946103,Action|Adventure|Sci-Fi,Christian Bale,Terminator Salvation ,0.17060766162594007,0.09043945515068302,Common,0.0,death row|future|machine|rescue|skynet,0.20785070785070783,English,USA,PG-13,0.07999991977599302,0.9213483146067416,0.021897810218978096,0.07894736842105263,0.0,6.6
Color,Richard Glatzer,0.08261405672009864,0.2015209125475285,0.0010869565217391242,0.005999999999999998,Jesse Garcia,0.0008884615384615324,0.0022219912793945834,Drama,Emily Rios,Quinceañera ,0.002100816520138535,0.0025385473977419734,Alicia Sixtos,0.02325581395348838,15th birthday|birthday|gay|party|security guard,0.009223509223509216,Spanish,USA,R,0.00015991281394439963,0.8876404494382023,0.0014598540145985394,0.07894736842105263,0.0021624365482233524,7.1
Color,Catherine Hardwicke,0.42909987669543775,0.3231939163498098,0.013391304347826087,0.43478260869565216,Taylor Lautner,0.06538461538461537,0.25173948962656345,Drama|Fantasy|Romance,Kristen Stewart,Twilight ,0.20754766514619497,0.14506925855319258,Anna Kendrick,0.02325581395348838,blood|high school|love|school|vampire,0.32818532818532814,English,USA,PG-13,0.01479991409055251,0.9101123595505619,0.0875912408759124,0.07894736842105263,0.09644670050761422,5.2
Color,Lucrecia Martel,0.09371146732429099,0.26235741444866917,0.001434782608695652,0.00013043478260869185,Mercedes Morán,0.0013115384615384577,0.0003996840602184387,Drama,Mía Maestro,The Holy Girl ,0.0015310125506036582,0.001178728882479406,María Alche,0.0,16 year old|doctor|hotel|tinnitus|title directed by female,0.006864006864006858,Spanish,Argentina,R,0.0005599128488244023,0.8651685393258428,3.6496350364964916e-05,0.04520917678812415,0.00028934010152284473,6.7
Color,Marc Forster,0.18618988902589395,0.2851711026615969,0.01717391304347826,0.0034782608695652154,Peter Boyle,0.049999999999999996,0.041094764465830394,Drama|Romance,Heath Ledger,Monster's Ball ,0.04256584815768355,0.04513082902833888,Marcus Lyle Brown,0.02325581395348838,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,0.11089661089661088,English,USA,R,0.0015999129395124108,0.8314606741573034,0.004343065693430655,0.07894736842105263,0.0,7.1
Color,Neil Burger,0.5635018495684341,0.3878326996197718,0.007304347826086955,0.043478260869565216,Theo James,0.05384615384615384,0.1983312471885072,Adventure|Mystery|Sci-Fi,Kate Winslet,Divergent ,0.20340152086944324,0.07317996687705988,Mekhi Phifer,0.04651162790697676,army|brother sister relationship|dystopia|father son relationship|narrated by character,0.15186615186615182,English,USA,PG-13,0.03399991576479266,0.9775280898876405,0.0364963503649635,0.07894736842105263,0.24873096446700507,6.7
Color,Kevin Rodney Sullivan,0.03329223181257707,0.3307984790874524,0.00034782608695652084,0.010086956521739129,James Pickens Jr.,0.0019538461538461498,0.049535708598943615,Comedy|Drama|Romance,Richard Lawson,How Stella Got Her Groove Back ,0.003146153226552262,0.005465614371273256,Barry Shabaka Henley,0.02325581395348838,female protagonist|jamaica|six word title|tragic event|vacation,0.009867009867009863,English,USA,R,0.00799991349759246,0.7977528089887641,0.001970802919708029,0.04520917678812415,0.0,5.5
Color,Ethan Coen,0.6054254007398274,0.2775665399239543,0.043478260869565216,0.023391304347826082,Jeff Bridges,0.049999999999999996,0.22489139578226824,Adventure|Drama|Western,Matt Damon,True Grit ,0.14367890502173308,0.08548747682875835,Bruce Green,0.0,arkansas|murder|sheriff|texas ranger|u.s. marshal,0.1542256542256542,English,USA,PG-13,0.015199914125432515,0.9325842696629214,0.0875912408759124,0.07894736842105263,0.18274111675126903,7.7
Color,Harald Zwart,0.2589395807644883,0.35361216730038014,0.0039565217391304315,0.043478260869565216,Kevin Zegers,0.01923076923076923,0.04097965290029358,Fantasy|Horror|Mystery|Romance,Aidan Turner,The Mortal Instruments: City of Bones ,0.06376673239797973,0.0337386448568898,CCH Pounder,0.06976744186046513,battle|demon|magic|secret|warrior,0.09695409695409693,English,USA,PG-13,0.023999914892792584,0.9662921348314608,0.0145985401459854,0.07894736842105263,0.2233502538071066,6.0
Color,Harold Becker,0.05918618988902588,0.28136882129277563,0.0007391304347826033,0.03865217391304347,Martin Landau,0.05384615384615384,0.026692552600708047,Drama|Thriller,Al Pacino,City Hall ,0.009896689468769669,0.05886071573207953,Bridget Fonda,0.04651162790697676,drug dealer|mayor|new york city|probation|scandal,0.01179751179751179,English,USA,R,0.015999914195192522,0.7752808988764046,0.006861313868613138,0.04520917678812415,0.0015685279187817244,6.2
Color,David Cronenberg,0.5413070283600494,0.22433460076045625,0.0,0.03834782608695651,Kyle Schmid,0.03846153846153846,0.04141141956092019,Crime|Drama|Thriller,Viggo Mortensen,A History of Violence ,0.11124721437457301,0.04199303957302357,William Hurt,0.02325581395348838,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,0.2402402402402402,English,USA,R,0.012799913916152497,0.8764044943820226,0.006693430656934306,0.04520917678812415,0.0,7.5
Color,John Schlesinger,0.03575832305795312,0.2433460076045627,0.0066956521739130435,0.02160869565217391,Beverly D'Angelo,0.003846153846153843,0.06988223631753654,Crime|Drama|Thriller,Joe Mantegna,Eye for an Eye ,0.005782167820693726,0.010450518080976693,Philip Baker Hall,0.02325581395348838,justice|rape|self defense|support group|vigilante,0.015444015444015434,English,USA,R,0.00799991349759246,0.7752808988764046,0.005956204379562043,0.04520917678812415,0.0031116751269035514,6.1
Color,Matt Dillon,0.044389642416769376,0.3003802281368821,0.0,0.0021739130434782587,Shawn Andrews,0.00041923076923076896,0.0004277798396733895,Crime|Drama|Thriller,Kirk Fox,City of Ghosts ,0.0025256337204619256,0.0008066720005794822,Rob Campbell,0.0,bag over head|buddhist temple|loss of friend|male bonding|nightclub,0.013299013299013292,English,USA,R,0.006999913410392451,0.8426966292134832,0.0004890510948905111,0.04520917678812415,0.0010355329949238573,6.0
Color,Ruben Fleischer,0.2688039457459926,0.17490494296577944,0.007869565217391305,0.019956521739130432,Dilshad Vadsaria,0.002811538461538459,0.048722531245772346,Action|Comedy|Crime,Bianca Kajlich,30 Minutes or Less ,0.046408295868473726,0.006542274551638527,Fred Ward,0.06976744186046513,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,0.025096525096525095,English,Germany,R,0.011199913776632483,0.9438202247191012,0.004226277372262773,0.07894736842105263,0.0,6.1
Color,Robert Schwentke,0.32182490752157833,0.31178707224334595,0.005391304347826087,0.043478260869565216,Theo James,0.05384615384615384,0.17093317980916872,Adventure|Sci-Fi|Thriller,Kate Winslet,Insurgent ,0.09216325629543887,0.07448381223309856,Mekhi Phifer,0.0,action heroine|falling from height|mind control|trainhopping|truth serum,0.05426855426855426,English,USA,PG-13,0.04399991663679274,0.9887640449438203,0.0364963503649635,0.07894736842105263,0.13705583756345177,6.3
Color,Ron Clements,0.1504315659679408,0.2015209125475285,0.002739130434782605,0.027434782608695647,Frank Welker,0.18846153846153846,0.2857967550893456,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,Aladdin ,0.15559824941900874,0.1744057790640629,Scott Weinger,0.0,arab|genie|magic|princess|reference to a thousand and one nights,0.051265551265551254,English,USA,G,0.011199913776632483,0.7303370786516855,0.0145985401459854,0.010121457489878548,0.0,8.0
Color,Sydney Pollack,0.0665844636251541,0.44486692015209117,0.02265217391304348,0.041608695652173906,Holly Hunter,0.03846153846153846,0.2082144040777289,Drama|Mystery|Thriller,Tom Cruise,The Firm ,0.052917187495338636,0.046898922352057996,Wilford Brimley,0.0,bar|fbi|law|law firm|lawyer,0.02938652938652938,English,USA,R,0.016799914264952528,0.7415730337078652,0.0072992700729927,0.04520917678812415,0.0,6.8
Color,Doug Lefler,0.10850801479654745,0.24714828897338398,0.00017391304347826042,0.004869565217391302,Nonso Anozie,0.05384615384615384,0.007799939062914443,Action|Adventure|Fantasy|War,Colin Firth,The Last Legion ,0.017381109357613146,0.048153379626428544,Owen Teale,0.0,5th century|boy|capri|roman legion|soldier,0.036250536250536244,English,UK,PG-13,0.013999914020792505,0.8988764044943821,0.0028759124087591233,0.07894736842105263,0.0,5.4
Color,Takao Okawara,0.12946979038224415,0.2357414448669201,8.695652173912327e-05,0.00013043478260869185,Naomi Nishida,0.0001653846153846089,0.013198097263401792,Action|Adventure|Drama|Sci-Fi|Thriller,Hiroshi Abe,Godzilla 2000 ,0.0031551030271208813,0.00017450455522739772,Sakae Kimura,0.0,godzilla|kaiju|monster|orga|ufo,0.028957528957528948,Japanese,Japan,PG,0.3999999476799955,0.8089887640449439,2.1897810218978603e-05,0.07894736842105263,0.001720812182741116,6.0
Color,David Wain,0.21085080147965474,0.2433460076045627,0.005913043478260868,0.0228695652173913,Ken Marino,0.003203846153846151,0.08844922441309562,Comedy,Joe Lo Truglio,Role Models ,0.11640766938243391,0.01119463184477655,Bobb'e J. Thompson,0.02325581395348838,absent father|big brother|community service|live action role playing|peter pan syndrome,0.03539253539253538,English,Germany,R,0.011199913776632483,0.9101123595505619,0.003963503649635035,0.04520917678812415,0.0,6.9
Color,Brian Robbins,0.08384710234278667,0.2053231939163498,0.002086956521739125,0.001695652173913039,Lou Saliba,0.00023461538461538173,0.02424437760777555,Comedy|Drama,John Gatins,A Thousand Words ,0.01831009865663493,0.0007309436086883475,Greg Collins,0.18604651162790703,box office flop|buddhist|liar|literary agent|magical tree,0.018876018876018877,English,USA,PG-13,0.015999914195192522,0.955056179775281,0.0003357664233576644,0.07894736842105263,0.0,5.9
Color,James Bobin,0.4882860665844636,0.2509505703422053,0.001434782608695652,0.0036521739130434758,Eric Jacobson,0.003730769230769225,0.11653530242840986,Adventure|Comedy|Family|Musical,Bill Cobbs,The Muppets ,0.0447621292172206,0.004398831807241606,Steve Whitmire,0.06976744186046513,bel air california|book|friends who live together|the muppets|tribute band,0.05298155298155297,English,USA,PG,0.017999914369592536,0.9438202247191012,0.0006642335766423348,0.04520917678812415,0.1319796954314721,7.1
Color,Tim Hill,0.08384710234278667,0.1901140684410646,0.0010869565217391242,0.02656521739130434,F. Murray Abraham,0.003846153846153843,0.021421028562067887,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Josh Charles,Muppets from Space ,0.008641330775679211,0.0106777032566501,David Arquette,0.0,alien|breakfast|escape|rat|ufo,0.020377520377520372,English,USA,G,0.009599913637112472,0.8089887640449439,0.004890510948905108,0.04520917678812415,0.0031421319796954283,6.2
Color,Sam Raimi,0.15166461159062883,0.31939163498098855,0.0,0.010608695652173906,Bridget Fonda,0.0038038461538461507,0.021448361691076653,Crime|Drama|Thriller,Gary Cole,A Simple Plan ,0.03013218855439838,0.007786854209675453,Chelcie Ross,0.02325581395348838,bag of money|found money|minnesota|screenplay adapted by author|snow,0.08815958815958815,English,UK,R,0.0067999133929524495,0.7977528089887641,0.006481751824817517,0.04520917678812415,0.0,7.5
Color,Ed Gass-Donnelly,0.19605425400739826,0.21292775665399236,0.00034782608695652084,0.017391304347826084,Spencer Treat Clark,0.1730769230769231,0.019924528243335883,Drama|Horror|Thriller,Muse Watson,The Last Exorcism Part II ,0.007966515812805969,0.15431470744146686,Ashley Bell,0.0,car fire|evil|hospital|hotel|prophecy,0.013513513513513507,English,France,PG-13,0.0019999129743924135,0.9662921348314608,0.003948905109489051,0.07894736842105263,0.0,4.0
Color,David Mirkin,0.1405672009864365,0.32699619771863114,0.00030434782608695227,0.030086956521739126,Anne Bancroft,0.0035807692307692277,0.05303558250192437,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,0.026261101481788646,0.009587872921173326,Jeffrey Jones,0.06976744186046513,bank|infidelity|millionaire|money|scam,0.045259545259545245,English,USA,PG-13,0.013999914020792505,0.8314606741573034,0.005503649635036495,0.07894736842105263,0.005020304568527922,6.2
Color,Mickey Liddell,0.08877928483353884,0.17110266159695814,0.00030434782608695227,0.0288695652173913,Randy Wayne,0.003846153846153843,0.017554129131855216,Drama|Horror|Thriller,Jessica Lowndes,The Haunting of Molly Hartley ,0.004624063627115503,0.015988568305363212,Haley Bennett,0.11627906976744189,18th birthday|birthday|community center|resurrection|teenager,0.02316602316602316,English,USA,PG-13,0.0019999129743924135,0.9101123595505619,0.007182481751824816,0.04520917678812415,0.0028527918781725906,3.8
Color,Michael Bay,0.48581997533908755,0.40684410646387825,0.0,0.025260869565217385,Michael O'Neill,0.002546153846153844,0.4191418398141231,Action|Adventure|Sci-Fi,Zack Ward,Transformers ,0.3060855660599696,0.007681492968783437,Kevin Dunn,0.0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,0.38116688116688113,English,USA,PG-13,0.059999918031992866,0.8988764044943821,0.004372262773722628,0.07894736842105263,0.04060913705583757,7.1
Color,Will Finn,0.12577065351418004,0.1482889733840304,0.00026086956521739063,0.018304347826086954,Roseanne Barr,0.046153846153846156,0.06578016704766645,Animation|Comedy|Family|Music|Western,Steve Buscemi,Home on the Range ,0.008011264815649018,0.04480157515055133,G.W. Bailey,0.0,cattle|cow|dairy farm|farm|rustler,0.0178035178035178,English,USA,PG,0.04399991663679274,0.8651685393258428,0.003744525547445256,0.040485829959514164,0.001543147208121827,5.4
Color,Andrew Niccol,0.21331689272503082,0.26235741444866917,0.02117391304347826,0.011434782608695647,Xander Berkeley,0.0026346153846153846,0.01622535011030194,Drama|Sci-Fi|Thriller,Blair Underwood,Gattaca ,0.13152447919618857,0.006394110306634133,Mason Gamble,0.04651162790697676,accident|future|genetics|mission|police,0.1364221364221364,English,USA,PG-13,0.014399914055672508,0.7865168539325844,0.00354014598540146,0.07894736842105263,0.08629441624365483,7.8
Color,Anne Fletcher,0.27373612823674476,0.26996197718631176,0.004260869565217391,0.03143478260869565,Denis O'Hare,0.061538461538461535,0.21557615443729394,Comedy|Drama|Romance,Ryan Reynolds,The Proposal ,0.13584007303037263,0.06142560344004451,Craig T. Nelson,0.02325581395348838,alaska|deportation|father son relationship|male objectification|sitka alaska,0.05748605748605747,English,USA,PG-13,0.015999914195192522,0.9213483146067416,0.006540145985401459,0.07894736842105263,0.050761421319796954,6.7
Color,Mark Andrews,0.5992601726263873,0.21292775665399236,0.002434782608695653,0.03643478260869565,John Ratzenberger,0.007692307692307689,0.3120055834954081,Adventure|Animation|Comedy|Family|Fantasy,Kelly Macdonald,Brave ,0.1631262250039528,0.016479156583266655,Julie Walters,0.0,archery|coming of age|female warrior|princess|rebellious daughter,0.09073359073359072,English,USA,PG,0.07399991925279296,0.955056179775281,0.0072992700729927,0.07894736842105263,0.19796954314720813,7.2
